wordform,word_class,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
brash,jj,897.0,1.9933333333333334,br/&/S/,_/b/r/@/S/_/_/,_/b/r/a/s/h/_/_/
brass,nn,5553.0,12.34,br/&/s,_/b/r/@/s/_/_/,_/b/r/a/s/s/_/_/
all,db,1227134.0,2726.9644444444443,/O/l,_/_/_/a/l/_/_/,_/_/_/a/l/l/_/_/
ale,nn,1389.0,3.0866666666666664,/eI/l,_/_/_/e/j/l/_/,_/_/_/a/l/e/_/_/
disc,nn,4277.0,9.504444444444445,d/I/sk,_/_/d/I/s/k/_/,_/_/d/i/s/c/_/_/
dish,nn,11415.0,25.366666666666667,d/I/S/,_/_/d/I/S/_/_/,_/_/d/i/s/h/_/_/
dish,vv,538.0,1.1955555555555555,d/I/S/,_/_/d/I/S/_/_/,_/_/d/i/s/h/_/_/
dished,vv,142.0,0.31555555555555553,d/I/S/t,_/_/d/I/S/t/_/,_/_/d/i/s/h/e/d/
disk,nn,6338.0,14.084444444444445,d/I/sk,_/_/d/I/s/k/_/,_/_/d/i/s/k/_/_/
what,dd,1361267.0,3025.0377777777776,w/@/t,_/_/w/^/t/_/_/,_/w/h/a/t/_/_/_/
whap,vv,62.0,0.13777777777777778,w/A/p,_/_/w/a/p/_/_/,_/w/h/a/p/_/_/_/
whap,nn,35.0,0.07777777777777778,w/A/p,_/_/w/a/p/_/_/,_/w/h/a/p/_/_/_/
crust,nn,4442.0,9.87111111111111,kr/@/st,_/k/r/^/s/t/_/,_/c/r/u/s/t/_/_/
crush,nn,2104.0,4.6755555555555555,kr/@/S/,_/k/r/^/S/_/_/,_/c/r/u/s/h/_/_/
crush,vv,1946.0,4.3244444444444445,kr/@/S/,_/k/r/^/S/_/_/,_/c/r/u/s/h/_/_/
wham,uh,469.0,1.0422222222222222,w/&/m,_/_/w/@/m/_/_/,_/w/h/a/m/_/_/_/
raked,jj,77.0,0.1711111111111111,r/eI/kt,_/_/r/e/j/k/t/,_/_/r/a/k/e/d/_/
faint,jj,6383.0,14.184444444444445,f/eI/nt,_/_/f/e/j/n/t/,_/_/f/a/i/n/t/_/
faint,vv,474.0,1.0533333333333332,f/eI/nt,_/_/f/e/j/n/t/,_/_/f/a/i/n/t/_/
faint,nn,248.0,0.5511111111111111,f/eI/nt,_/_/f/e/j/n/t/,_/_/f/a/i/n/t/_/
glam,jj,423.0,0.94,gl/&/m,_/g/l/@/m/_/_/,_/g/l/a/m/_/_/_/
known,jj,6882.0,15.293333333333333,n/oU/n,_/_/n/o/n/_/_/,_/k/n/o/w/n/_/_/
glad,jj,17920.0,39.82222222222222,gl/&/d,_/g/l/@/d/_/_/,_/g/l/a/d/_/_/_/
pone,nn,43.0,0.09555555555555556,p/oU/n,_/_/p/o/n/_/_/,_/_/p/o/n/e/_/_/
pond,nn,6751.0,15.002222222222223,p/A/nd,_/_/p/a/n/d/_/,_/_/p/o/n/d/_/_/
pong,nn,278.0,0.6177777777777778,p/A/N/,_/_/p/a/G/_/_/,_/_/p/o/n/g/_/_/
pong,vv,35.0,0.07777777777777778,p/A/N/,_/_/p/a/G/_/_/,_/_/p/o/n/g/_/_/
goal,nn,39716.0,88.25777777777778,g/oU/l,_/_/g/o/l/_/_/,_/_/g/o/a/l/_/_/
goad,vv,217.0,0.4822222222222222,g/oU/d,_/_/g/o/d/_/_/,_/_/g/o/a/d/_/_/
goad,nn,46.0,0.10222222222222223,g/oU/d,_/_/g/o/d/_/_/,_/_/g/o/a/d/_/_/
goat,nn,4169.0,9.264444444444445,g/oU/t,_/_/g/o/t/_/_/,_/_/g/o/a/t/_/_/
shade,nn,8012.0,17.804444444444446,/S/eI/d,_/_/S/e/j/d/_/,_/s/h/a/d/e/_/_/
shade,vv,428.0,0.9511111111111111,/S/eI/d,_/_/S/e/j/d/_/,_/s/h/a/d/e/_/_/
style,nn,37198.0,82.66222222222223,st/aI/l,_/s/t/a/j/l/_/,_/s/t/y/l/e/_/_/
style,vv,87.0,0.19333333333333333,st/aI/l,_/s/t/a/j/l/_/,_/s/t/y/l/e/_/_/
pray,vv,7960.0,17.68888888888889,pr/eI/,_/p/r/e/j/_/_/,_/p/r/a/y/_/_/_/
lipped,jj,31.0,0.06888888888888889,l/I/pt,_/_/l/I/p/t/_/,_/_/l/i/p/p/e/d/
scow,nn,58.0,0.1288888888888889,sk/AU/,_/s/k/a/w/_/_/,_/s/c/o/w/_/_/_/
pram,nn,85.0,0.18888888888888888,pr/&/m,_/p/r/@/m/_/_/,_/p/r/a/m/_/_/_/
dine,vv,1500.0,3.3333333333333335,d/aI/n,_/_/d/a/j/n/_/,_/_/d/i/n/e/_/_/
dink,nn,31.0,0.06888888888888889,d/I/N/k,_/_/d/I/G/k/_/,_/_/d/i/n/k/_/_/
dint,nn,178.0,0.39555555555555555,d/I/nt,_/_/d/I/n/t/_/,_/_/d/i/n/t/_/_/
dint,vv,29.0,0.06444444444444444,d/I/nt,_/_/d/I/n/t/_/,_/_/d/i/n/t/_/_/
moist,jj,3527.0,7.837777777777778,m/Oi/st,_/_/m/o/j/s/t/,_/_/m/o/i/s/t/_/
notch,nn,1502.0,3.3377777777777777,n/A/tS/,_/_/n/a/C/_/_/,_/_/n/o/t/c/h/_/
notch,vv,234.0,0.52,n/A/tS/,_/_/n/a/C/_/_/,_/_/n/o/t/c/h/_/
rave,nn,669.0,1.4866666666666666,r/eI/v,_/_/r/e/j/v/_/,_/_/r/a/v/e/_/_/
rave,vv,329.0,0.7311111111111112,r/eI/v,_/_/r/e/j/v/_/,_/_/r/a/v/e/_/_/
cheek,nn,8176.0,18.16888888888889,/tS/i/k,_/_/C/i/k/_/_/,_/c/h/e/e/k/_/_/
cheep,vv,24.0,0.05333333333333334,/tS/i/p,_/_/C/i/p/_/_/,_/c/h/e/e/p/_/_/
cheep,nn,21.0,0.04666666666666667,/tS/i/p,_/_/C/i/p/_/_/,_/c/h/e/e/p/_/_/
cheer,vv,2196.0,4.88,/tS/i/r,_/_/C/i/r/_/_/,_/c/h/e/e/r/_/_/
cheer,nn,1455.0,3.2333333333333334,/tS/i/r,_/_/C/i/r/_/_/,_/c/h/e/e/r/_/_/
shaped,jj,1289.0,2.8644444444444446,/S/eI/pt,_/_/S/e/j/p/t/,_/s/h/a/p/e/d/_/
gouge,vv,151.0,0.33555555555555555,g/AU/dZ/,_/_/g/a/w/J/_/,_/_/g/o/u/g/e/_/
gouge,nn,121.0,0.2688888888888889,g/AU/dZ/,_/_/g/a/w/J/_/,_/_/g/o/u/g/e/_/
scrunch,vv,107.0,0.23777777777777778,skr/@/n/tS/,s/k/r/^/n/C/_/,s/c/r/u/n/c/h/_/
scrunch,nn,22.0,0.04888888888888889,skr/@/n/tS/,s/k/r/^/n/C/_/,s/c/r/u/n/c/h/_/
plunge,nn,1405.0,3.1222222222222222,pl/@/n/dZ/,_/p/l/^/n/J/_/,_/p/l/u/n/g/e/_/
plunge,vv,1291.0,2.868888888888889,pl/@/n/dZ/,_/p/l/^/n/J/_/,_/p/l/u/n/g/e/_/
cloth,nn,8731.0,19.40222222222222,kl/O/T/,_/k/l/a/T/_/_/,_/c/l/o/t/h/_/_/
cloths,nn,774.0,1.72,kl/O/D/z,_/k/l/a/D/z/_/,_/c/l/o/t/h/s/_/
hush,nn,802.0,1.7822222222222222,h/@/S/,_/_/h/^/S/_/_/,_/_/h/u/s/h/_/_/
hush,uh,504.0,1.12,h/@/S/,_/_/h/^/S/_/_/,_/_/h/u/s/h/_/_/
hush,vv,382.0,0.8488888888888889,h/@/S/,_/_/h/^/S/_/_/,_/_/h/u/s/h/_/_/
fice,nn,26.0,0.057777777777777775,f/aI/s,_/_/f/a/j/s/_/,_/_/f/i/c/e/_/_/
freak,nn,1357.0,3.0155555555555558,fr/i/k,_/f/r/i/k/_/_/,_/f/r/e/a/k/_/_/
freak,jj,788.0,1.751111111111111,fr/i/k,_/f/r/i/k/_/_/,_/f/r/e/a/k/_/_/
freak,vv,520.0,1.1555555555555554,fr/i/k,_/f/r/i/k/_/_/,_/f/r/e/a/k/_/_/
freaked,vv,457.0,1.0155555555555555,fr/i/kt,_/f/r/i/k/t/_/,_/f/r/e/a/k/e/d/
mock,jj,2122.0,4.7155555555555555,m/A/k,_/_/m/a/k/_/_/,_/_/m/o/c/k/_/_/
mock,vv,883.0,1.9622222222222223,m/A/k,_/_/m/a/k/_/_/,_/_/m/o/c/k/_/_/
schmo,nn,25.0,0.05555555555555555,/S/m/oU/,_/S/m/o/_/_/_/,c/h/m/o/_/_/_/s/
once,rr,144550.0,321.22222222222223,w/@/ns,_/_/w/^/n/s/_/,_/_/_/o/n/c/e/_/
once,cs,36938.0,82.08444444444444,w/@/ns,_/_/w/^/n/s/_/,_/_/_/o/n/c/e/_/
screen,nn,29743.0,66.09555555555555,skr/i/n,s/k/r/i/n/_/_/,s/c/r/e/e/n/_/_/
screen,vv,1633.0,3.628888888888889,skr/i/n,s/k/r/i/n/_/_/,s/c/r/e/e/n/_/_/
spool,nn,545.0,1.211111111111111,sp/u/l,_/s/p/u/l/_/_/,_/s/p/o/o/l/_/_/
spool,vv,61.0,0.13555555555555557,sp/u/l,_/s/p/u/l/_/_/,_/s/p/o/o/l/_/_/
spoon,nn,6197.0,13.77111111111111,sp/u/n,_/s/p/u/n/_/_/,_/s/p/o/o/n/_/_/
spoon,vv,978.0,2.1733333333333333,sp/u/n,_/s/p/u/n/_/_/,_/s/p/o/o/n/_/_/
spook,vv,288.0,0.64,sp/u/k,_/s/p/u/k/_/_/,_/s/p/o/o/k/_/_/
spook,nn,190.0,0.4222222222222222,sp/u/k,_/s/p/u/k/_/_/,_/s/p/o/o/k/_/_/
spoof,nn,319.0,0.7088888888888889,sp/u/f,_/s/p/u/f/_/_/,_/s/p/o/o/f/_/_/
spoof,vv,55.0,0.12222222222222222,sp/u/f,_/s/p/u/f/_/_/,_/s/p/o/o/f/_/_/
barb,vv,87.0,0.19333333333333333,b/A/rb,_/_/b/a/r/b/_/,_/_/b/a/r/b/_/_/
plinth,nn,106.0,0.23555555555555555,pl/I/n/T/,_/p/l/I/n/T/_/,_/p/l/i/n/t/h/_/
sis,nn,704.0,1.5644444444444445,s/I/s,_/_/s/I/s/_/_/,_/_/s/i/s/_/_/_/
sir,nn,29931.0,66.51333333333334,s/@/r,_/_/s/^/r/_/_/,_/_/s/i/r/_/_/_/
sip,nn,3582.0,7.96,s/I/p,_/_/s/I/p/_/_/,_/_/s/i/p/_/_/_/
sat,vv,52553.0,116.78444444444445,s/&/t,_/_/s/@/t/_/_/,_/_/s/a/t/_/_/_/
sit,vv,45333.0,100.74,s/I/t,_/_/s/I/t/_/_/,_/_/s/i/t/_/_/_/
sit,nn,411.0,0.9133333333333333,s/I/t,_/_/s/I/t/_/_/,_/_/s/i/t/_/_/_/
six,mc,104028.0,231.17333333333335,s/I/ks,_/_/s/I/k/s/_/,_/_/s/i/x/_/_/_/
sic,rr,2617.0,5.815555555555555,s/I/k,_/_/s/I/k/_/_/,_/_/s/i/c/_/_/_/
sib,nn,35.0,0.07777777777777778,s/I/b,_/_/s/I/b/_/_/,_/_/s/i/b/_/_/_/
sin,nn,7458.0,16.573333333333334,s/i/n,_/_/s/i/n/_/_/,_/_/s/i/n/_/_/_/
sins,nn,3066.0,6.8133333333333335,s/I/nz,_/_/s/I/n/z/_/,_/_/s/i/n/s/_/_/
sin,vv,431.0,0.9577777777777777,s/i/n,_/_/s/i/n/_/_/,_/_/s/i/n/_/_/_/
sins,vv,28.0,0.06222222222222222,s/I/nz,_/_/s/I/n/z/_/,_/_/s/i/n/s/_/_/
sim,nn,307.0,0.6822222222222222,s/I/m,_/_/s/I/m/_/_/,_/_/s/i/m/_/_/_/
abuse,nn,25543.0,56.76222222222222,/@/b/ju/z,_/_/_/^/b/j/z/,_/_/_/a/b/u/s/e/
abuse,vv,1613.0,3.5844444444444443,/@/b/ju/z,_/_/_/^/b/j/z/,_/_/_/a/b/u/s/e/
light,nn,73109.0,162.46444444444444,l/aI/t,_/_/l/a/j/t/_/,_/_/l/i/g/h/t/_/
light,jj,29062.0,64.58222222222223,l/aI/t,_/_/l/a/j/t/_/,_/_/l/i/g/h/t/_/
lights,nn,25887.0,57.526666666666664,l/aI/ts,_/_/l/a/j/t/s/,_/_/l/i/g/h/t/s/
light,ii,6103.0,13.562222222222223,l/aI/t,_/_/l/a/j/t/_/,_/_/l/i/g/h/t/_/
light,vv,5185.0,11.522222222222222,l/aI/t,_/_/l/a/j/t/_/,_/_/l/i/g/h/t/_/
lit,vv,4614.0,10.253333333333334,l/I/t,_/_/l/I/t/_/_/,_/_/l/i/t/_/_/_/
lights,vv,776.0,1.7244444444444444,l/aI/ts,_/_/l/a/j/t/s/,_/_/l/i/g/h/t/s/
light,rr,58.0,0.1288888888888889,l/aI/t,_/_/l/a/j/t/_/,_/_/l/i/g/h/t/_/
quake,nn,2320.0,5.155555555555556,kw/eI/k,_/k/w/e/j/k/_/,_/_/q/u/a/k/e/_/
flea,nn,1511.0,3.3577777777777778,fl/i/,_/f/l/i/_/_/_/,_/f/l/e/a/_/_/_/
fled,vv,4156.0,9.235555555555555,fl/E/d,_/f/l/E/d/_/_/,_/f/l/e/d/_/_/_/
flee,vv,2916.0,6.48,fl/i/,_/f/l/i/_/_/_/,_/f/l/e/e/_/_/_/
feast,nn,3721.0,8.268888888888888,f/i/st,_/_/f/i/s/t/_/,_/_/f/e/a/s/t/_/
feast,vv,90.0,0.2,f/i/st,_/_/f/i/s/t/_/,_/_/f/e/a/s/t/_/
fuzz,nn,470.0,1.0444444444444445,f/@/z,_/_/f/^/z/_/_/,_/_/f/u/z/z/_/_/
their,ap,1236355.0,2747.4555555555557,/D/@/r,_/_/D/^/r/_/_/,_/t/h/e/i/r/_/_/
boil,nn,4073.0,9.051111111111112,b/Oi/l,_/_/b/o/j/l/_/,_/_/b/o/i/l/_/_/
boil,vv,2860.0,6.355555555555555,b/Oi/l,_/_/b/o/j/l/_/,_/_/b/o/i/l/_/_/
boiled,vv,1176.0,2.6133333333333333,b/Oi/ld,_/_/b/o/j/l/d/,_/_/b/o/i/l/e/d/
shell,nn,8948.0,19.884444444444444,/S/E/l,_/_/S/E/l/_/_/,_/s/h/e/l/l/_/_/
shelled,vv,398.0,0.8844444444444445,/S/E/ld,_/_/S/E/l/d/_/,_/s/h/e/l/l/e/d/
shelf,nn,6600.0,14.666666666666666,/S/E/lf,_/_/S/E/l/f/_/,_/s/h/e/l/f/_/_/
shelves,nn,5748.0,12.773333333333333,/S/E/lvz,_/_/S/E/l/v/z/,_/s/h/e/l/v/e/s/
faun,nn,99.0,0.22,f/O/n,_/_/f/a/n/_/_/,_/_/f/a/u/n/_/_/
blip,nn,585.0,1.3,bl/I/p,_/b/l/I/p/_/_/,_/b/l/i/p/_/_/_/
blip,vv,41.0,0.09111111111111111,bl/I/p,_/b/l/I/p/_/_/,_/b/l/i/p/_/_/_/
scone,nn,122.0,0.27111111111111114,sk/A/n,_/s/k/a/n/_/_/,_/s/c/o/n/e/_/_/
which,dd,779666.0,1732.591111111111,w/I/tS/,_/_/w/I/C/_/_/,_/w/h/i/c/h/_/_/
clash,nn,2400.0,5.333333333333333,kl/&/S/,_/k/l/@/S/_/_/,_/c/l/a/s/h/_/_/
clash,vv,572.0,1.271111111111111,kl/&/S/,_/k/l/@/S/_/_/,_/c/l/a/s/h/_/_/
class,nn,77352.0,171.89333333333335,kl/&/s,_/k/l/@/s/_/_/,_/c/l/a/s/s/_/_/
class,vv,78.0,0.17333333333333334,kl/&/s,_/k/l/@/s/_/_/,_/c/l/a/s/s/_/_/
class,jj,56.0,0.12444444444444444,kl/&/s,_/k/l/@/s/_/_/,_/c/l/a/s/s/_/_/
clasp,vv,342.0,0.76,kl/&/sp,_/k/l/@/s/p/_/,_/c/l/a/s/p/_/_/
clasp,nn,338.0,0.7511111111111111,kl/&/sp,_/k/l/@/s/p/_/,_/c/l/a/s/p/_/_/
stove,nn,5845.0,12.988888888888889,st/oU/v,_/s/t/o/v/_/_/,_/s/t/o/v/e/_/_/
banns,nn,19.0,0.042222222222222223,b/&/nz,_/_/b/@/n/z/_/,_/_/b/a/n/n/s/_/
broach,vv,234.0,0.52,br/oU/tS/,_/b/r/o/C/_/_/,_/b/r/o/a/c/h/_/
broach,nn,51.0,0.11333333333333333,br/oU/tS/,_/b/r/o/C/_/_/,_/b/r/o/a/c/h/_/
swift,jj,3262.0,7.248888888888889,sw/I/ft,_/s/w/I/f/t/_/,_/s/w/i/f/t/_/_/
swift,nn,35.0,0.07777777777777778,sw/I/ft,_/s/w/I/f/t/_/,_/s/w/i/f/t/_/_/
wall,nn,52502.0,116.67111111111112,w/O/l,_/_/w/a/l/_/_/,_/_/w/a/l/l/_/_/
walk,vv,40228.0,89.39555555555556,w/O/k,_/_/w/a/k/_/_/,_/_/w/a/l/k/_/_/
walk,nn,14376.0,31.946666666666665,w/O/k,_/_/w/a/k/_/_/,_/_/w/a/l/k/_/_/
twinge,nn,641.0,1.4244444444444444,tw/I/n/dZ/,_/t/w/I/n/J/_/,_/t/w/i/n/g/e/_/
twinge,vv,19.0,0.042222222222222223,tw/I/n/dZ/,_/t/w/I/n/J/_/,_/t/w/i/n/g/e/_/
inch,vv,9885.0,21.966666666666665,/I/n/tS/,_/_/_/I/n/C/_/,_/_/_/i/n/c/h/_/
whale,nn,5100.0,11.333333333333334,w/eI/l,_/_/w/e/j/l/_/,_/w/h/a/l/e/_/_/
whales,nn,3465.0,7.7,w/eI/lz,_/_/w/e/j/l/z/,_/w/h/a/l/e/s/_/
twirl,vv,268.0,0.5955555555555555,tw/@/rl,_/t/w/^/r/l/_/,_/t/w/i/r/l/_/_/
twirl,nn,119.0,0.2644444444444444,tw/@/rl,_/t/w/^/r/l/_/,_/t/w/i/r/l/_/_/
smite,vv,91.0,0.20222222222222222,sm/aI/t,_/s/m/a/j/t/_/,_/s/m/i/t/e/_/_/
smote,vv,59.0,0.13111111111111112,sm/oU/t,_/s/m/o/t/_/_/,_/s/m/o/t/e/_/_/
frieze,nn,342.0,0.76,fr/i/z,_/f/r/i/z/_/_/,_/f/r/i/e/z/e/_/
noose,nn,738.0,1.64,n/u/s,_/_/n/u/s/_/_/,_/_/n/o/o/s/e/_/
filth,nn,771.0,1.7133333333333334,f/I/l/T/,_/_/f/I/l/T/_/,_/_/f/i/l/t/h/_/
swear,vv,4883.0,10.851111111111111,sw/@/r,_/s/w/^/r/_/_/,_/s/w/e/a/r/_/_/
sworn,vv,2290.0,5.088888888888889,sw/oU/rn,_/s/w/o/r/n/_/,_/s/w/o/r/n/_/_/
swore,vv,2189.0,4.864444444444445,sw/oU/r,_/s/w/o/r/_/_/,_/s/w/o/r/e/_/_/
vat,nn,564.0,1.2533333333333334,v/&/t,_/_/v/@/t/_/_/,_/_/v/a/t/_/_/_/
mailed,jj,111.0,0.24666666666666667,m/eI/ld,_/_/m/e/j/l/d/,_/_/m/a/i/l/e/d/
squeeze,vv,4710.0,10.466666666666667,skw/i/z,s/k/w/i/z/_/_/,_/s/q/u/e/e/z/e/
squeeze,nn,1520.0,3.3777777777777778,skw/i/z,s/k/w/i/z/_/_/,_/s/q/u/e/e/z/e/
lore,nn,1485.0,3.3,l/oU/r,_/_/l/o/r/_/_/,_/_/l/o/r/e/_/_/
lord,nn,15014.0,33.364444444444445,l/O/rd,_/_/l/a/r/d/_/,_/_/l/o/r/d/_/_/
nigh,rr,251.0,0.5577777777777778,n/aI/,_/_/n/a/j/_/_/,_/_/n/i/g/h/_/_/
nigh,ii,51.0,0.11333333333333333,n/aI/,_/_/n/a/j/_/_/,_/_/n/i/g/h/_/_/
tired,jj,21093.0,46.873333333333335,t/aI/rd,_/_/t/a/j/r/d/,_/_/t/i/r/e/d/_/
pulse,nn,5856.0,13.013333333333334,p/@/ls,_/_/p/^/l/s/_/,_/_/p/u/l/s/e/_/
blouse,nn,3205.0,7.122222222222222,bl/AU/s,_/b/l/a/w/s/_/,_/b/l/o/u/s/e/_/
herb,nn,4230.0,9.4,/@/rb,_/_/_/^/r/b/_/,_/_/h/e/r/b/_/_/
here,rr,476046.0,1057.88,h/i/r,_/_/h/i/r/_/_/,_/_/h/e/r/e/_/_/
herd,nn,3479.0,7.731111111111111,h/@/rd,_/_/h/^/r/d/_/,_/_/h/e/r/d/_/_/
herd,vv,359.0,0.7977777777777778,h/@/rd,_/_/h/^/r/d/_/,_/_/h/e/r/d/_/_/
hers,pp,9067.0,20.148888888888887,h/@/rz,_/_/h/^/r/z/_/,_/_/h/e/r/s/_/_/
shriek,nn,729.0,1.62,/S/r/i/k,_/S/r/i/k/_/_/,s/h/r/i/e/k/_/_/
shriek,vv,279.0,0.62,/S/r/i/k,_/S/r/i/k/_/_/,s/h/r/i/e/k/_/_/
norse,nn,288.0,0.64,n/O/rs,_/_/n/a/r/s/_/,_/_/n/o/r/s/e/_/
glass,nn,43715.0,97.14444444444445,gl/&/s,_/g/l/@/s/_/_/,_/g/l/a/s/s/_/_/
glass,vv,33.0,0.07333333333333333,gl/&/s,_/g/l/@/s/_/_/,_/g/l/a/s/s/_/_/
hole,nn,23807.0,52.904444444444444,h/oU/l,_/_/h/o/l/_/_/,_/_/h/o/l/e/_/_/
hole,vv,51.0,0.11333333333333333,h/oU/l,_/_/h/o/l/_/_/,_/_/h/o/l/e/_/_/
hog,nn,1506.0,3.3466666666666667,h/O/g,_/_/h/a/g/_/_/,_/_/h/o/g/_/_/_/
hog,vv,298.0,0.6622222222222223,h/O/g,_/_/h/a/g/_/_/,_/_/h/o/g/_/_/_/
hoe,nn,531.0,1.18,h/oU/,_/_/h/o/_/_/_/,_/_/h/o/e/_/_/_/
hoe,vv,157.0,0.3488888888888889,h/oU/,_/_/h/o/_/_/_/,_/_/h/o/e/_/_/_/
hob,nn,78.0,0.17333333333333334,h/A/b,_/_/h/a/b/_/_/,_/_/h/o/b/_/_/_/
how,rr,626966.0,1393.2577777777778,h/AU/,_/_/h/a/w/_/_/,_/_/h/o/w/_/_/_/
hot,jj,58346.0,129.65777777777777,h/A/t,_/_/h/a/t/_/_/,_/_/h/o/t/_/_/_/
hot,rr,116.0,0.2577777777777778,h/A/t,_/_/h/a/t/_/_/,_/_/h/o/t/_/_/_/
hop,vv,1747.0,3.882222222222222,h/A/p,_/_/h/a/p/_/_/,_/_/h/o/p/_/_/_/
hop,nn,1307.0,2.9044444444444446,h/A/p,_/_/h/a/p/_/_/,_/_/h/o/p/_/_/_/
hoy,uh,419.0,0.9311111111111111,h/Oi/,_/_/h/o/j/_/_/,_/_/h/o/y/_/_/_/
beaut,nn,51.0,0.11333333333333333,b/j/u/t,_/b/j/u/t/_/_/,_/_/b/e/a/u/t/_/
whim,nn,1051.0,2.3355555555555556,w/I/m,_/_/w/I/m/_/_/,_/w/h/i/m/_/_/_/
whig,jj,198.0,0.44,w/I/g,_/_/w/I/g/_/_/,_/w/h/i/g/_/_/_/
whit,nn,680.0,1.511111111111111,w/I/t,_/_/w/I/t/_/_/,_/w/h/i/t/_/_/_/
whir,nn,225.0,0.5,w/@/r,_/_/w/^/r/_/_/,_/w/h/i/r/_/_/_/
whir,vv,74.0,0.16444444444444445,w/@/r,_/_/w/^/r/_/_/,_/w/h/i/r/_/_/_/
whip,nn,2377.0,5.282222222222222,w/I/p,_/_/w/I/p/_/_/,_/w/h/i/p/_/_/_/
whip,vv,1888.0,4.195555555555556,w/I/p,_/_/w/I/p/_/_/,_/w/h/i/p/_/_/_/
borne,jj,27.0,0.06,b/oU/rn,_/_/b/o/r/n/_/,_/_/b/o/r/n/e/_/
whoosh,nn,330.0,0.7333333333333333,w/u/S/,_/_/w/u/S/_/_/,_/w/h/o/o/s/h/_/
whoosh,uh,272.0,0.6044444444444445,w/u/S/,_/_/w/u/S/_/_/,_/w/h/o/o/s/h/_/
whoosh,vv,23.0,0.051111111111111114,w/u/S/,_/_/w/u/S/_/_/,_/w/h/o/o/s/h/_/
henge,nn,44.0,0.09777777777777778,h/E/n/dZ/,_/_/h/E/n/J/_/,_/_/h/e/n/g/e/_/
shall,vm,17117.0,38.03777777777778,/S/&/l,_/_/S/@/l/_/_/,_/s/h/a/l/l/_/_/
shalt,vm,500.0,1.1111111111111112,/S/&/lt,_/_/S/@/l/t/_/,_/s/h/a/l/t/_/_/
shale,nn,994.0,2.2088888888888887,/S/eI/l,_/_/S/e/j/l/_/,_/s/h/a/l/e/_/_/
foist,vv,110.0,0.24444444444444444,f/Oi/st,_/_/f/o/j/s/t/,_/_/f/o/i/s/t/_/
prim,jj,446.0,0.9911111111111112,pr/I/m,_/p/r/I/m/_/_/,_/p/r/i/m/_/_/_/
twee,jj,92.0,0.20444444444444446,tw/i/,_/t/w/i/_/_/_/,_/t/w/e/e/_/_/_/
prig,nn,44.0,0.09777777777777778,pr/I/g,_/p/r/I/g/_/_/,_/p/r/i/g/_/_/_/
bust,nn,2161.0,4.802222222222222,b/@/st,_/_/b/^/s/t/_/,_/_/b/u/s/t/_/_/
bust,vv,1280.0,2.8444444444444446,b/@/st,_/_/b/^/s/t/_/,_/_/b/u/s/t/_/_/
bust,jj,283.0,0.6288888888888889,b/@/st,_/_/b/^/s/t/_/,_/_/b/u/s/t/_/_/
bush,nn,4621.0,10.268888888888888,b/U/S/,_/_/b/U/S/_/_/,_/_/b/u/s/h/_/_/
bushed,vv,33.0,0.07333333333333333,b/U/S/t,_/_/b/U/S/t/_/,_/_/b/u/s/h/e/d/
tights,nn,965.0,2.1444444444444444,t/aI/ts,_/_/t/a/j/t/s/,_/_/t/i/g/h/t/s/
pith,nn,278.0,0.6177777777777778,p/I/T/,_/_/p/I/T/_/_/,_/_/p/i/t/h/_/_/
tinge,nn,537.0,1.1933333333333334,t/I/N/,_/_/t/I/G/_/_/,_/_/t/i/n/g/e/_/
schmooze,vv,103.0,0.2288888888888889,/S/m/u/z,_/S/m/u/z/_/_/,c/h/m/o/o/z/e/s/
schmooze,nn,30.0,0.06666666666666667,/S/m/u/z,_/S/m/u/z/_/_/,c/h/m/o/o/z/e/s/
matte,nn,612.0,1.36,m/&/t,_/_/m/@/t/_/_/,_/_/m/a/t/t/e/_/
twain,nn,1553.0,3.451111111111111,tw/eI/n,_/t/w/e/j/n/_/,_/t/w/a/i/n/_/_/
tune,nn,5434.0,12.075555555555555,t/u/n,_/_/t/u/n/_/_/,_/_/t/u/n/e/_/_/
tune,vv,2395.0,5.322222222222222,t/u/n,_/_/t/u/n/_/_/,_/_/t/u/n/e/_/_/
ease,nn,6999.0,15.553333333333333,/i/z,_/_/_/i/z/_/_/,_/_/_/e/a/s/e/_/
ease,vv,5288.0,11.751111111111111,/i/z,_/_/_/i/z/_/_/,_/_/_/e/a/s/e/_/
east,nn,61010.0,135.57777777777778,/i/st,_/_/_/i/s/t/_/,_/_/_/e/a/s/t/_/
right,rr,269177.0,598.1711111111111,r/aI/t,_/_/r/a/j/t/_/,_/_/r/i/g/h/t/_/
right,jj,145404.0,323.12,r/aI/t,_/_/r/a/j/t/_/,_/_/r/i/g/h/t/_/
right,nn,91272.0,202.82666666666665,r/aI/t,_/_/r/a/j/t/_/,_/_/r/i/g/h/t/_/
rights,nn,71678.0,159.28444444444443,r/aI/ts,_/_/r/a/j/t/s/,_/_/r/i/g/h/t/s/
right,vv,211.0,0.4688888888888889,r/aI/t,_/_/r/a/j/t/_/,_/_/r/i/g/h/t/_/
rights,vv,124.0,0.27555555555555555,r/aI/ts,_/_/r/a/j/t/s/,_/_/r/i/g/h/t/s/
old,jj,206861.0,459.6911111111111,/oU/ld,_/_/_/o/l/d/_/,_/_/_/o/l/d/_/_/
